"iter","loss","grad_norm","eta","speed","kappa","lambda_max"
0,0.000569274695467809,0.0153395460868169,0.0451804633936658,0.000693047800450879,1.21334604580483,1.4862618535032
1,0.000558935072770382,0.0145036468672808,0.0457963977114549,0.000664214780200489,1.18357785758742,1.48641418274665
2,0.000549562640855441,0.013722771078478,0.0464910712972688,0.000637986328605619,1.15095064943954,1.48656062050332
5,0.000526156667171796,0.0116823918261073,0.0491494002954957,0.000574182552270174,1.03461282129142,1.4869692112815
10,0.000497891806621117,0.00915057475351492,0.0562178735905233,0.000514425854773736,0.7787937112025,1.48757111914665
25,0.000441809359189827,0.00611239569823711,0.0896034998560271,0.00054769204706697,0.116027835527382,1.48895081193608
50,0.000367954497191976,0.00521048448578973,0.0945521190293603,0.000492662349301026,0.0576177564983822,1.48940849073232
75,0.000311505319035976,0.00455606478700058,0.0947165757754031,0.000431534855635586,0.0557814108179461,1.48888820761448
100,0.000268152693799794,0.00399612360934283,0.0948162375581817,0.000378897405455308,0.0546716741279403,1.4881924572065
